RA,Ano,Nome,Fase,Turma,Genero,Ano_ingresso,Instituicao,Idade,Pedra,INDE,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Defasagem,Mat,Por,Ing,Atingiu_PV,Indicado_bolsa,Fase_ideal,Tempo_PM,Em_defasagem
RA-347,2023,Aluno-347,FASE 3,3D,Feminino,2019,Pública,13.0,Ametista,7.61835,6.7,9.5,2.52,7.8125,7.3,7.7925,10.0,0,6.7,6.2,9.0,,,Fase 3 (7° e 8° ano),4.0,0
RA-234,2023,Aluno-234,FASE 3,3D,Masculino,2022,Pública,13.0,Ágata,6.248741667,6.7,8.0,2.52,4.84375,5.6,5.595,10.0,0,6.3,5.3,5.3,,,Fase 3 (7° e 8° ano),1.0,0
RA-1154,2023,Aluno-1154,FASE 3,3F,Masculino,2023,Pública,13.0,Ametista,7.701125,9.6,9.3,5.63,7.65625,5.1,7.67,10.0,0,5.3,5.0,5.0,,,Fase 3 (7° e 8° ano),0.0,0
RA-249,2023,Aluno-249,FASE 3,3F,Masculino,2017,Pública,,Quartzo,5.444625,0.0,8.2,5.0,5.15625,4.9,6.545,5.0,-2,6.2,5.3,3.2,,,Fase 5 (1° EM),6.0,1
RA-380,2023,Aluno-380,FASE 3,3F,Masculino,2017,Pública,14.0,Quartzo,4.912375,0.0,6.4,2.52,6.71875,4.5,6.5425,5.0,-1,7.0,4.0,2.5,,,Fase 4 (9° ano),6.0,1
RA-250,2023,Aluno-250,FASE 3,3F,Feminino,2022,Pública,13.0,Ametista,7.598208333,0.0,9.3,5.63,7.96875,8.3,8.625,10.0,0,7.7,8.8,8.3,,,Fase 3 (7° e 8° ano),1.0,0
RA-367,2023,Aluno-367,FASE 3,3F,Feminino,2018,Pública,12.0,Ametista,7.38685,8.8,8.7,2.52,7.8125,5.9,7.7925,10.0,0,7.0,5.5,5.2,,,Fase 3 (7° e 8° ano),5.0,0
RA-1155,2023,Aluno-1155,FASE 3,3F,Feminino,2023,Pública,14.0,Ametista,7.821633333,9.2,9.2,5.63,7.5,8.0,8.2925,5.0,-1,6.7,8.2,9.0,,,Fase 4 (9° ano),0.0,1
RA-1156,2023,Aluno-1156,FASE 3,3F,Feminino,2023,Pública,12.0,Ametista,7.340775,8.3,9.2,2.52,7.96875,5.3,7.7925,10.0,0,6.2,6.0,3.7,,,Fase 3 (7° e 8° ano),0.0,0
RA-368,2023,Aluno-368,FASE 3,3F,Masculino,2018,Pública,,Quartzo,5.796458333,0.0,7.7,2.52,7.03125,6.7,7.34,5.0,-1,5.0,7.2,7.8,,,Fase 4 (9° ano),5.0,1
RA-387,2023,Aluno-387,FASE 3,3F,Masculino,2019,Pública,14.0,Quartzo,4.794333333,0.0,6.8,2.52,6.875,3.0,7.0075,5.0,-1,4.3,2.8,1.8,,,Fase 4 (9° ano),4.0,1
RA-388,2023,Aluno-388,FASE 3,3F,Feminino,2019,Pública,15.0,Quartzo,5.630833333,0.0,7.4,5.63,6.875,4.2,7.835,5.0,-2,6.0,4.3,2.2,,,Fase 5 (1° EM),4.0,1
RA-374,2023,Aluno-374,FASE 3,3F,Feminino,2021,Privada,13.0,Ametista,7.533891667,8.8,8.3,5.63,7.65625,5.4,7.9175,10.0,0,6.3,6.3,3.7,,,Fase 3 (7° e 8° ano),2.0,0
RA-377,2023,Aluno-377,FASE 3,3F,Feminino,2021,Pública,13.0,Ametista,7.205041667,9.6,7.6,5.0,7.34375,4.8,7.6275,10.0,0,6.0,5.7,2.8,,,Fase 3 (7° e 8° ano),2.0,0
RA-223,2023,Aluno-223,FASE 3,3G,Feminino,2022,Pública,14.0,Quartzo,5.089833333,0.0,4.5,7.52,7.5,3.8,7.1725,5.0,-1,5.5,4.0,1.8,,,Fase 4 (9° ano),1.0,1
RA-236,2023,Aluno-236,FASE 3,3G,Feminino,2022,Pública,13.0,Ametista,7.337116667,10.0,7.5,7.52,7.1875,4.5,7.2975,10.0,0,6.3,4.0,3.3,,,Fase 3 (7° e 8° ano),1.0,0
RA-362,2023,Aluno-362,FASE 3,3G,Feminino,2018,Pública,13.0,Ágata,6.392625,0.0,7.5,7.52,7.03125,5.1,7.0875,10.0,0,5.7,6.8,2.8,,,Fase 3 (7° e 8° ano),5.0,0
RA-381,2023,Aluno-381,FASE 3,3G,Masculino,2018,Pública,,Quartzo,5.758041667,0.0,8.4,6.89,7.34375,3.9,6.84,5.0,-1,5.3,5.3,1.2,,,Fase 4 (9° ano),5.0,1
RA-364,2023,Aluno-364,FASE 3,3G,Masculino,2019,Pública,,Ametista,7.734891667,8.8,9.0,6.89,7.03125,5.8,7.505,10.0,0,8.0,5.2,4.3,,,Fase 3 (7° e 8° ano),4.0,0
RA-382,2023,Aluno-382,FASE 3,3G,Masculino,2017,Pública,15.0,Ágata,6.223833333,0.0,9.4,6.26,7.5,5.2,7.1725,5.0,-2,5.0,5.8,4.7,,,Fase 5 (1° EM),6.0,1
RA-383,2023,Aluno-383,FASE 3,3G,Masculino,2019,Pública,12.0,Ametista,7.5408,9.2,8.8,3.14,7.5,6.5,7.5,10.0,0,6.3,6.2,7.0,,,Fase 3 (7° e 8° ano),4.0,0
RA-384,2023,Aluno-384,FASE 3,3G,Feminino,2017,Pública,,Ágata,6.757958333,0.0,9.1,2.52,7.65625,7.3,7.335,10.0,0,6.3,7.2,8.3,,,Fase 3 (7° e 8° ano),6.0,0
RA-1157,2023,Aluno-1157,FASE 3,3G,Masculino,2023,Pública,14.0,Ametista,7.086633333,9.2,8.8,6.26,7.5,5.7,7.0025,5.0,-1,5.0,6.3,5.7,,,Fase 4 (9° ano),0.0,1
RA-386,2023,Aluno-386,FASE 3,3G,Masculino,2019,Pública,,Quartzo,5.758425,9.2,7.0,2.52,7.03125,3.3,6.6325,5.0,-1,5.0,3.7,1.2,,,Fase 4 (9° ano),4.0,1
RA-260,2023,Aluno-260,FASE 3,3G,Feminino,2019,Pública,,Topázio,8.080008333,9.2,9.9,7.52,7.34375,6.1,7.4175,10.0,0,6.3,5.2,6.7,,,Fase 3 (7° e 8° ano),4.0,0
RA-390,2023,Aluno-390,FASE 3,3G,Feminino,2022,Pública,,Ágata,6.905741667,7.9,8.8,2.52,7.34375,4.8,7.005,10.0,0,5.7,5.8,3.0,,,Fase 3 (7° e 8° ano),1.0,0
RA-1158,2023,Aluno-1158,FASE 3,3G,Feminino,2023,Pública,14.0,Ágata,6.306666667,7.5,8.6,2.52,7.5,4.3,7.34,5.0,-1,5.3,5.0,2.7,,,Fase 4 (9° ano),0.0,1
RA-391,2023,Aluno-391,FASE 3,3I,Feminino,2022,Pública,,Ágata,6.5107,7.9,7.5,2.52,7.5,3.5,7.585,10.0,0,4.2,5.0,1.3,,,Fase 3 (7° e 8° ano),1.0,0
RA-1159,2023,Aluno-1159,FASE 3,3I,Feminino,2023,Pública,,Quartzo,5.913883333,5.8,6.6,2.52,7.1875,3.1,7.1325,10.0,0,5.2,1.5,2.5,,,Fase 3 (7° e 8° ano),0.0,0
RA-392,2023,Aluno-392,FASE 3,3I,Masculino,2022,Pública,15.0,Ágata,6.567208333,9.6,9.5,2.52,6.09375,4.6,7.17,5.0,-2,6.2,4.7,2.8,,,Fase 5 (1° EM),1.0,1
RA-1160,2023,Aluno-1160,FASE 3,3I,Masculino,2023,Pública,,Ágata,6.636166667,9.6,8.7,2.52,6.875,2.7,7.2575,10.0,0,4.8,2.7,0.7,,,Fase 3 (7° e 8° ano),0.0,0
RA-1161,2023,Aluno-1161,FASE 3,3I,Feminino,2023,Pública,,Ametista,7.317791667,6.3,8.1,2.52,8.28125,6.3,8.63,10.0,0,7.3,6.5,5.2,,,Fase 3 (7° e 8° ano),0.0,0
RA-395,2023,Aluno-395,FASE 3,3I,Feminino,2018,Pública,12.0,Ametista,7.469175,9.2,8.6,2.52,7.96875,6.0,7.9175,10.0,0,6.7,5.3,6.0,,,Fase 3 (7° e 8° ano),5.0,0
RA-450,2023,Aluno-450,FASE 3,3K,Masculino,2021,Pública,14.0,Ágata,6.819625,9.6,8.4,2.52,7.65625,5.4,7.9175,5.0,-1,7.0,6.5,2.7,,,Fase 4 (9° ano),2.0,1
RA-463,2023,Aluno-463,FASE 3,3K,Feminino,2020,Pública,13.0,Ágata,6.382383333,9.2,5.4,2.52,7.8125,4.0,7.795,10.0,0,6.3,4.3,1.3,,,Fase 3 (7° e 8° ano),3.0,0
RA-298,2023,Aluno-298,FASE 3,3K,Masculino,2019,Pública,14.0,Ágata,6.824333333,9.6,8.6,2.52,7.5,5.5,7.7525,5.0,-1,7.7,4.5,4.2,,,Fase 4 (9° ano),4.0,1
RA-464,2023,Aluno-464,FASE 3,3K,Feminino,2022,Pública,,Ágata,6.081675,9.2,7.7,2.52,7.96875,3.0,7.38,5.0,-1,4.8,3.7,0.5,,,Fase 4 (9° ano),1.0,1
RA-465,2023,Aluno-465,FASE 3,3K,Masculino,2019,Pública,,Topázio,8.012875,7.5,9.4,2.52,7.96875,8.5,8.17,10.0,0,8.3,8.2,9.0,,,Fase 3 (7° e 8° ano),4.0,0
RA-442,2023,Aluno-442,FASE 3,3K,Feminino,2022,Pública,,Ágata,6.814166667,0.0,7.6,7.52,7.5,5.8,8.1275,10.0,0,6.7,6.5,4.3,,,Fase 3 (7° e 8° ano),1.0,0
RA-300,2023,Aluno-300,FASE 3,3K,Masculino,2022,Pública,15.0,Quartzo,5.616691667,5.0,7.5,2.52,6.40625,4.5,6.5875,5.0,-2,4.5,5.3,3.8,,,Fase 5 (1° EM),1.0,1
RA-467,2023,Aluno-467,FASE 3,3K,Feminino,2022,Pública,,Ágata,6.552916667,6.3,9.2,3.14,7.1875,5.2,7.5425,5.0,-1,6.0,6.0,3.7,,,Fase 4 (9° ano),1.0,1
RA-468,2023,Aluno-468,FASE 3,3K,Masculino,2022,Pública,,Quartzo,5.911108333,8.3,6.0,6.27,7.34375,3.4,6.715,5.0,-1,4.8,3.0,2.3,,,Fase 4 (9° ano),1.0,1
RA-1162,2023,Aluno-1162,FASE 3,3K,Feminino,2023,Pública,13.0,Ametista,7.44215,8.3,8.5,3.77,7.8125,6.0,7.7525,10.0,0,7.3,5.5,5.2,,,Fase 3 (7° e 8° ano),0.0,0
RA-470,2023,Aluno-470,FASE 3,3K,Feminino,2019,Pública,14.0,Ágata,6.993766667,8.8,9.2,5.0,7.5,4.9,7.71,5.0,-1,6.0,4.3,4.5,,,Fase 4 (9° ano),4.0,1
RA-474,2023,Aluno-474,FASE 3,3K,Masculino,2019,Pública,14.0,Quartzo,5.283583333,0.0,7.8,5.0,7.1875,3.3,6.7575,5.0,-1,4.8,3.8,1.2,,,Fase 4 (9° ano),4.0,1
RA-476,2023,Aluno-476,FASE 3,3K,Feminino,2019,Pública,13.0,Ágata,6.492408333,7.9,7.0,2.52,7.34375,4.1,7.505,10.0,0,5.0,4.5,2.7,,,Fase 3 (7° e 8° ano),4.0,0
RA-478,2023,Aluno-478,FASE 3,3K,Feminino,2019,Pública,12.0,Ágata,6.443616667,6.7,7.3,2.52,7.1875,4.4,7.2975,10.0,0,4.3,4.7,4.3,,,Fase 3 (7° e 8° ano),4.0,0
RA-410,2023,Aluno-410,FASE 3,3K,Masculino,2018,Pública,,Ágata,6.140808333,8.8,5.8,7.52,6.71875,4.9,6.0425,5.0,-1,5.0,4.8,4.8,,,Fase 4 (9° ano),5.0,1
RA-411,2023,Aluno-411,FASE 3,3L,Feminino,2019,Privada,13.0,Ametista,7.779983333,6.2,9.0,7.52,7.8125,6.6,7.5425,10.0,0,5.7,6.7,7.3,,,Fase 3 (7° e 8° ano),4.0,0
RA-412,2023,Aluno-412,FASE 3,3L,Feminino,2018,Pública,13.0,Ametista,7.373891667,8.8,8.9,2.52,7.03125,6.2,7.585,10.0,0,5.8,5.2,7.7,,,Fase 3 (7° e 8° ano),5.0,0
RA-400,2023,Aluno-400,FASE 3,3L,Masculino,2018,Pública,,Ágata,6.529425,9.2,9.0,2.52,7.65625,4.1,7.375,5.0,-1,4.8,4.7,2.8,,,Fase 4 (9° ano),5.0,1
RA-414,2023,Aluno-414,FASE 3,3L,Feminino,2021,Pública,13.0,Ametista,7.25025,0.0,9.5,7.52,7.8125,6.5,7.585,10.0,0,6.0,7.0,6.5,,,Fase 3 (7° e 8° ano),2.0,0
RA-415,2023,Aluno-415,FASE 3,3L,Feminino,2019,Pública,12.0,Ametista,7.18805,7.1,8.2,7.52,7.8125,3.7,7.8325,10.0,0,2.8,4.0,4.3,,,Fase 3 (7° e 8° ano),4.0,0
RA-1163,2023,Aluno-1163,FASE 3,3L,Masculino,2023,Pública,14.0,Ametista,7.749391667,8.8,9.3,7.52,7.65625,7.2,7.75,5.0,-1,7.0,6.7,8.0,,,Fase 4 (9° ano),0.0,1
RA-273,2023,Aluno-273,FASE 3,3L,Feminino,2018,Pública,14.0,Ágata,6.337116667,7.9,7.4,2.52,7.8125,5.0,7.6275,5.0,-1,5.3,6.8,3.0,,,Fase 4 (9° ano),5.0,1
RA-471,2023,Aluno-471,FASE 3,3L,Feminino,2020,Pública,,Ágata,6.855541667,0.0,9.0,6.27,7.96875,5.0,8.125,10.0,0,6.3,4.0,4.8,,,Fase 3 (7° e 8° ano),3.0,0
RA-416,2023,Aluno-416,FASE 3,3L,Masculino,2018,Privada - Programa de Apadrinhamento,13.0,Topázio,8.144425,9.2,9.8,2.52,8.28125,7.6,8.3375,10.0,0,7.0,7.0,8.8,,,Fase 3 (7° e 8° ano),5.0,0
RA-417,2023,Aluno-417,FASE 3,3L,Feminino,2022,Pública,,Topázio,8.257658333,5.4,9.7,7.52,8.28125,7.8,8.2125,10.0,0,6.7,8.3,8.3,,,Fase 3 (7° e 8° ano),1.0,0
RA-305,2023,Aluno-305,FASE 3,3L,Masculino,2019,Pública,15.0,Ágata,6.394291667,0.0,8.9,7.52,7.65625,5.2,7.75,5.0,-2,5.2,4.8,5.7,,,Fase 5 (1° EM),4.0,1
RA-418,2023,Aluno-418,FASE 3,3L,Feminino,2020,Privada - Programa de Apadrinhamento,,Topázio,8.1686,8.8,10.0,2.52,8.125,8.1,8.045,10.0,1,6.7,8.3,9.3,,,Fase 2 (5° e 6° ano),3.0,0
RA-419,2023,Aluno-419,FASE 3,3L,Feminino,2019,Privada - Programa de Apadrinhamento,,Ametista,7.7261,6.7,9.5,2.52,8.125,7.6,7.875,10.0,0,7.0,7.3,8.5,,,Fase 3 (7° e 8° ano),4.0,0
RA-421,2023,Aluno-421,FASE 3,3L,Masculino,2021,Pública,,Topázio,8.030716667,9.2,9.9,2.52,7.8125,7.3,8.17,10.0,0,8.0,6.2,7.8,,,Fase 3 (7° e 8° ano),2.0,0
RA-407,2023,Aluno-407,FASE 3,3L,Masculino,2022,Pública,14.0,Ametista,7.665083333,9.6,8.6,7.52,7.8125,7.3,7.5,5.0,-1,7.3,7.2,7.3,,,Fase 4 (9° ano),1.0,1
RA-425,2023,Aluno-425,FASE 3,3L,Masculino,2022,Pública,13.0,Topázio,8.10555,9.2,9.9,2.52,7.8125,7.5,8.3775,10.0,0,6.7,7.3,8.5,,,Fase 3 (7° e 8° ano),1.0,0
RA-426,2023,Aluno-426,FASE 3,3M,Feminino,2022,Pública,,Ágata,6.329158333,5.4,7.6,5.0,7.65625,5.0,7.5425,5.0,-1,4.7,5.2,5.0,,,Fase 4 (9° ano),1.0,1
RA-430,2023,Aluno-430,FASE 3,3M,Masculino,2022,Pública,14.0,Ametista,7.146716667,9.2,9.3,2.52,7.8125,6.4,7.75,5.0,-1,7.3,5.5,6.5,,,Fase 4 (9° ano),1.0,1
RA-1164,2023,Aluno-1164,FASE 3,3M,Masculino,2023,Pública,13.0,Ágata,6.910091667,9.2,7.5,2.52,7.65625,4.8,7.545,10.0,0,7.0,7.5,0.0,,,Fase 3 (7° e 8° ano),0.0,0
RA-1165,2023,Aluno-1165,FASE 3,3M,Feminino,2023,Pública,12.0,Ametista,7.880716667,9.2,9.1,5.0,7.1875,7.3,7.2925,10.0,0,7.0,6.0,9.0,,,Fase 3 (7° e 8° ano),0.0,0
RA-432,2023,Aluno-432,FASE 3,3M,Feminino,2019,Pública,,Ágata,6.850183333,8.8,9.0,2.52,7.8125,5.2,8.0425,5.0,-2,5.0,6.3,4.2,,,Fase 5 (1° EM),4.0,1
RA-303,2023,Aluno-303,FASE 3,3M,Masculino,2019,Pública,15.0,Quartzo,5.914291667,0.0,7.3,7.52,7.65625,5.1,7.05,5.0,-2,5.7,5.2,4.5,,,Fase 5 (1° EM),4.0,1
RA-420,2023,Aluno-420,FASE 3,3M,Feminino,2019,Privada - Programa de Apadrinhamento,,Ametista,7.356358333,8.3,9.3,2.52,7.65625,5.3,7.96,10.0,0,5.7,5.8,4.3,,,Fase 3 (7° e 8° ano),4.0,0
RA-1166,2023,Aluno-1166,FASE 3,3M,Feminino,2023,Pública,15.0,Ametista,7.307858333,8.3,9.6,7.52,7.65625,4.8,7.9175,5.0,-2,5.3,2.8,6.2,,,Fase 5 (1° EM),0.0,1
RA-1167,2023,Aluno-1167,FASE 3,3M,Masculino,2023,Pública,16.0,Ágata,6.021891667,8.8,7.6,2.52,7.65625,3.8,7.9625,2.5,-3,6.0,3.7,1.8,,,Fase 6 (2° EM),0.0,1
RA-424,2023,Aluno-424,FASE 3,3M,Feminino,2022,Pública,,Ametista,7.72685,8.8,9.9,2.52,7.8125,6.4,7.7925,10.0,0,5.0,6.7,7.5,,,Fase 3 (7° e 8° ano),1.0,0
RA-398,2023,Aluno-398,FASE 3,3N,Feminino,2022,Pública,,Ametista,7.153766667,6.7,8.1,2.52,7.5,6.5,7.7925,10.0,1,9.3,5.8,4.5,,,Fase 2 (5° e 6° ano),1.0,0
RA-399,2023,Aluno-399,FASE 3,3N,Feminino,2022,Pública,,Ametista,7.000033333,7.9,8.2,2.52,7.5,4.7,8.165,10.0,0,5.0,4.2,4.8,,,Fase 3 (7° e 8° ano),1.0,0
RA-428,2023,Aluno-428,FASE 3,3N,Masculino,2022,Pública,,Ametista,7.821816667,8.3,9.5,2.52,7.8125,7.2,8.0425,10.0,0,9.3,4.7,7.7,,,Fase 3 (7° e 8° ano),1.0,0
RA-315,2023,Aluno-315,FASE 3,3N,Feminino,2022,Pública,,Quartzo,5.977708333,0.0,6.8,5.0,7.96875,6.3,7.8375,5.0,-1,5.7,6.8,6.3,,,Fase 4 (9° ano),1.0,1
RA-402,2023,Aluno-402,FASE 3,3N,Feminino,2019,Pública,13.0,Ágata,6.632716667,9.2,7.3,2.52,7.8125,4.2,6.88,10.0,0,4.7,4.0,4.0,,,Fase 3 (7° e 8° ano),4.0,0
RA-1168,2023,Aluno-1168,FASE 3,3N,Feminino,2023,Pública,13.0,Quartzo,5.886625,0.0,8.8,2.52,7.65625,3.5,7.045,10.0,0,5.0,2.0,3.5,,,Fase 3 (7° e 8° ano),0.0,0
RA-613,2023,Aluno-613,FASE 3,3N,Masculino,2020,Pública,14.0,Ágata,6.864508333,9.2,9.4,5.0,6.71875,4.8,7.2125,5.0,-1,4.3,6.2,3.8,,,Fase 4 (9° ano),3.0,1
RA-304,2023,Aluno-304,FASE 3,3N,Masculino,2020,Pública,,Ágata,6.241583333,0.0,8.8,5.0,7.8125,5.7,7.835,5.0,-2,7.0,3.7,6.3,,,Fase 5 (1° EM),3.0,1
RA-457,2023,Aluno-457,FASE 3,3N,Feminino,2022,Pública,13.0,Topázio,8.256833333,7.5,8.6,7.52,8.125,8.1,8.045,10.0,0,6.7,8.5,9.0,,,Fase 3 (7° e 8° ano),1.0,0
RA-307,2023,Aluno-307,FASE 3,3N,Masculino,2022,Pública,,Ágata,6.047333333,0.0,6.5,7.52,7.5,6.3,7.46,5.0,-2,6.3,7.3,5.2,,,Fase 5 (1° EM),1.0,1
RA-283,2023,Aluno-283,FASE 3,3N,Masculino,2020,Pública,15.0,Ametista,7.549025,8.3,9.5,7.52,7.03125,6.8,7.5025,5.0,-2,6.8,4.8,8.8,,,Fase 5 (1° EM),3.0,1
RA-459,2023,Aluno-459,FASE 3,3N,Masculino,2019,Pública,13.0,Topázio,8.240016667,6.7,9.3,7.52,7.1875,8.3,7.88,10.0,0,8.3,9.2,7.5,,,Fase 3 (7° e 8° ano),4.0,0
RA-440,2023,Aluno-440,FASE 3,3P,Masculino,2022,Pública,12.0,Ágata,6.989208333,0.0,8.2,7.52,7.96875,6.2,7.835,10.0,0,7.3,7.0,4.2,,,Fase 3 (7° e 8° ano),1.0,0
RA-443,2023,Aluno-443,FASE 3,3P,Feminino,2019,Pública,14.0,Ágata,6.895508333,7.1,7.5,2.52,7.96875,7.6,8.125,5.0,-1,7.0,8.7,7.0,,,Fase 4 (9° ano),4.0,1
RA-454,2023,Aluno-454,FASE 3,3P,Masculino,2018,Pública,15.0,Quartzo,4.603416667,0.0,7.5,5.0,4.6875,2.6,5.54,5.0,-2,4.2,1.2,2.5,,,Fase 5 (1° EM),5.0,1
RA-444,2023,Aluno-444,FASE 3,3P,Masculino,2018,Pública,11.0,Quartzo,5.958791667,0.0,7.9,5.0,6.40625,4.7,6.4575,10.0,1,4.7,5.8,3.7,,,Fase 2 (5° e 6° ano),5.0,0
RA-170,2023,Aluno-170,FASE 3,3P,Feminino,2018,Privada - Programa de Apadrinhamento,15.0,Ametista,7.062433333,8.8,8.9,2.52,6.875,7.2,7.6725,5.0,-2,6.3,8.7,6.5,,,Fase 5 (1° EM),5.0,1
RA-1169,2023,Aluno-1169,FASE 3,3P,Feminino,2023,Pública,,Ametista,7.213625,7.5,9.5,5.0,7.03125,6.3,8.0025,5.0,-1,6.8,7.3,4.8,,,Fase 4 (9° ano),0.0,1
RA-458,2023,Aluno-458,FASE 3,3P,Masculino,2019,Pública,,Ágata,6.312083333,9.6,6.9,7.52,7.1875,3.8,6.2475,5.0,-1,4.3,4.8,2.2,,,Fase 4 (9° ano),4.0,1
RA-1170,2023,Aluno-1170,FASE 3,3P,Masculino,2023,Pública,,Ágata,6.874683333,8.8,7.7,7.52,7.1875,5.9,6.5775,5.0,-1,6.0,6.8,4.8,,,Fase 4 (9° ano),0.0,1
RA-1171,2023,Aluno-1171,FASE 3,3P,Masculino,2023,Pública,14.0,Ametista,7.856033333,7.9,8.4,5.0,8.75,8.7,8.88,5.0,-1,7.3,9.0,9.7,,,Fase 4 (9° ano),0.0,1
RA-449,2023,Aluno-449,FASE 3,3P,Feminino,2022,Pública,12.0,Ametista,7.396508333,7.1,7.2,7.52,7.34375,7.0,6.8425,10.0,0,5.5,7.7,7.7,,,Fase 3 (7° e 8° ano),1.0,0
RA-462,2023,Aluno-462,FASE 3,3P,Feminino,2022,Pública,,Ágata,6.2267,10.0,8.1,5.0,7.5,2.7,6.5825,5.0,-2,4.0,2.8,1.3,,,Fase 5 (1° EM),1.0,1
RA-176,2023,Aluno-176,FASE 4,4A,Feminino,2018,Privada - Programa de Apadrinhamento,14.0,Topázio,8.316833333,9.6,9.5,2.52,8.125,8.0,9.0025,10.0,0,7.3,7.3,9.3,,,Fase 4 (9° ano),5.0,0
RA-178,2023,Aluno-178,FASE 4,4A,Feminino,2016,Privada - Programa de Apadrinhamento,,Ametista,7.406658333,7.9,8.7,2.52,7.65625,5.9,8.42,10.0,0,6.3,5.8,5.5,,,Fase 4 (9° ano),7.0,0
RA-193,2023,Aluno-193,FASE 4,4A,Masculino,2016,Privada - Programa de Apadrinhamento,13.0,Ametista,7.718566667,8.3,9.4,2.52,8.125,6.5,8.17,10.0,1,6.0,6.3,7.3,,,Fase 3 (7° e 8° ano),7.0,0
RA-1172,2023,Aluno-1172,FASE 4,4A,Feminino,2023,Pública,16.0,Ametista,7.030108333,8.3,7.8,2.52,8.59375,6.7,8.46,5.0,-2,6.0,5.7,8.3,,,Fase 6 (2° EM),0.0,1
RA-180,2023,Aluno-180,FASE 4,4A,Masculino,2018,Privada - Programa de Apadrinhamento,13.0,Topázio,8.283216667,9.2,9.4,2.52,8.4375,8.0,8.92,10.0,1,8.3,7.3,8.5,,,Fase 3 (7° e 8° ano),5.0,0
RA-181,2023,Aluno-181,FASE 4,4A,Feminino,2019,Privada - Programa de Apadrinhamento,,Ametista,7.671208333,9.6,8.3,2.52,7.96875,6.8,8.2525,10.0,0,8.3,6.5,5.5,,,Fase 4 (9° ano),4.0,0
RA-195,2023,Aluno-195,FASE 4,4A,Feminino,2017,Privada - Programa de Apadrinhamento,,Ametista,7.60205,7.1,9.2,2.52,8.4375,6.0,8.79,10.0,0,6.3,6.2,5.5,,,Fase 4 (9° ano),6.0,0
RA-196,2023,Aluno-196,FASE 4,4A,Masculino,2018,Privada - Programa de Apadrinhamento,13.0,Ametista,7.560991667,7.9,9.0,2.52,8.28125,6.2,8.2125,10.0,1,7.0,6.0,5.7,,,Fase 3 (7° e 8° ano),5.0,0
RA-211,2023,Aluno-211,FASE 4,4A,Masculino,2021,Privada - Programa de Apadrinhamento,14.0,Topázio,8.024791667,9.6,9.4,2.52,7.65625,7.1,8.71,10.0,0,7.7,8.0,5.7,,,Fase 4 (9° ano),2.0,0
RA-197,2023,Aluno-197,FASE 4,4A,Feminino,2021,Privada - Programa de Apadrinhamento,13.0,Ametista,7.967608333,8.3,9.8,2.52,7.96875,7.2,8.46,10.0,1,7.0,7.3,7.2,,,Fase 3 (7° e 8° ano),2.0,0
RA-229,2023,Aluno-229,FASE 4,4A,Masculino,2022,Privada - Programa de Apadrinhamento,,Topázio,8.207591667,9.2,9.8,2.52,8.28125,7.8,8.42,10.0,1,8.0,8.2,7.3,,,Fase 3 (7° e 8° ano),1.0,0
RA-186,2023,Aluno-186,FASE 4,4A,Feminino,2019,Privada,,Ametista,7.817541667,7.5,9.7,2.52,7.96875,6.9,8.46,10.0,0,6.8,7.0,7.0,,,Fase 4 (9° ano),4.0,0
RA-189,2023,Aluno-189,FASE 4,4A,Masculino,2018,Privada - Programa de Apadrinhamento,14.0,Ametista,7.727325,7.9,9.4,2.52,8.28125,6.5,8.3775,10.0,0,6.3,6.5,6.7,,,Fase 4 (9° ano),5.0,0
RA-191,2023,Aluno-191,FASE 4,4A,Masculino,2019,Privada - Programa de Apadrinhamento,14.0,Ametista,7.263666667,0.0,9.7,2.52,8.125,7.8,8.4625,10.0,0,8.7,7.0,7.8,,,Fase 4 (9° ano),4.0,0
RA-1173,2023,Aluno-1173,FASE 4,4A,Masculino,2023,Pública,14.0,Ametista,7.67285,8.8,9.7,2.52,7.8125,6.0,8.1225,10.0,0,7.0,5.0,6.0,,,Fase 4 (9° ano),0.0,0
RA-217,2023,Aluno-217,FASE 4,4B,Feminino,2021,Pública,,Ágata,6.96965,8.3,8.6,2.52,8.4375,5.6,8.5025,5.0,-1,6.7,5.3,4.8,,,Fase 5 (1° EM),2.0,1
RA-1174,2023,Aluno-1174,FASE 4,4B,Feminino,2023,Pública,15.0,Ametista,7.333591667,9.2,8.7,2.52,8.90625,6.8,8.3375,5.0,-1,6.5,7.2,6.8,,,Fase 5 (1° EM),0.0,1
RA-192,2023,Aluno-192,FASE 4,4B,Masculino,2021,Privada,16.0,Ágata,6.616016667,8.8,6.2,5.0,7.1875,6.5,7.3775,5.0,-2,6.0,5.8,7.8,,,Fase 6 (2° EM),2.0,1
RA-184,2023,Aluno-184,FASE 4,4B,Masculino,2019,Pública,13.0,Topázio,8.430241667,7.9,9.5,7.52,8.59375,7.1,8.5025,10.0,1,7.3,6.3,7.8,,,Fase 3 (7° e 8° ano),4.0,0
RA-200,2023,Aluno-200,FASE 4,4B,Masculino,2018,Privada - Programa de Apadrinhamento,16.0,Quartzo,5.661166667,9.6,4.5,2.52,7.5,4.3,7.17,5.0,-2,4.3,4.2,4.5,,,Fase 6 (2° EM),5.0,1
